VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedTotalDoses,CombinedTotalDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
3/18/21 15:00,age10to19,752,10725,88,3740,17,473,857,14938,105,4213
3/18/21 15:00,age20to29,4276,111155,756,60482,174,4899,5206,176536,930,65381
3/18/21 15:00,age30to39,5630,166616,1323,94777,167,6990,7120,268383,1490,101767
3/18/21 15:00,age40to49,6016,174076,1301,96893,197,7654,7514,278623,1498,104547
3/18/21 15:00,age50to59,7963,207048,1527,107604,270,9963,9760,324615,1797,117567
3/18/21 15:00,age60to69,10229,292853,3160,128973,295,16481,13684,438307,3455,145454
3/18/21 15:00,age70to79,5032,285910,3037,152015,157,10260,8226,448185,3194,162275
3/18/21 15:00,age80plus,1392,153654,1191,102846,72,2793,2655,259293,1263,105639
3/19/21 15:00,age10to19,696,11421,84,3824,11,484,791,15729,95,4308
3/19/21 15:00,age20to29,3732,114887,813,61295,61,4960,4606,181142,874,66255
3/19/21 15:00,age30to39,4938,171554,1341,96118,127,7117,6406,274789,1468,103235
3/19/21 15:00,age40to49,5393,179469,1385,98278,163,7817,6941,285564,1548,106095
3/19/21 15:00,age50to59,7419,214467,1551,109155,237,10200,9207,333822,1788,119355
3/19/21 15:00,age60to69,9538,302391,3553,132526,256,16737,13347,451654,3809,149263
3/19/21 15:00,age70to79,4710,290620,4532,156547,132,10392,9374,457559,4664,166939
3/19/21 15:00,age80plus,1499,155153,2063,104909,50,2843,3612,262905,2113,107752
3/20/21 15:00,age10to19,640,12061,77,3901,10,494,727,16456,87,4395
3/20/21 15:00,age20to29,2681,117568,720,62015,64,5024,3465,184607,784,67039
3/20/21 15:00,age30to39,3723,175277,1119,97237,98,7215,4940,279729,1217,104452
3/20/21 15:00,age40to49,4007,183476,1145,99423,109,7926,5261,290825,1254,107349
3/20/21 15:00,age50to59,5112,219579,1312,110467,240,10440,6664,340486,1552,120907
3/20/21 15:00,age60to69,5620,308011,2135,134661,310,17047,8065,459719,2445,151708
3/20/21 15:00,age70to79,1966,292586,2259,158806,232,10624,4457,462016,2491,169430
3/20/21 15:00,age80plus,561,155714,1057,105966,52,2895,1670,264575,1109,108861
3/21/21 15:00,age10to19,562,12623,61,3962,7,501,630,17086,68,4463
3/21/21 15:00,age20to29,2227,119795,511,62526,30,5054,2768,187375,541,67580
3/21/21 15:00,age30to39,3015,178292,836,98073,39,7254,3890,283619,875,105327
3/21/21 15:00,age40to49,3209,186685,833,100256,62,7988,4104,294929,895,108244
3/21/21 15:00,age50to59,4171,223750,984,111451,64,10504,5219,345705,1048,121955
3/21/21 15:00,age60to69,4236,312247,1750,136411,68,17115,6054,465773,1818,153526
3/21/21 15:00,age70to79,1179,293765,1875,160681,35,10659,3089,465105,1910,171340
3/21/21 15:00,age80plus,379,156093,816,106782,12,2907,1207,265782,828,109689
3/22/21 15:00,age10to19,762,13385,84,4046,11,512,857,17943,95,4558
3/22/21 15:00,age20to29,3463,123258,655,63181,71,5125,4189,191564,726,68306
3/22/21 15:00,age30to39,4775,183067,1092,99165,89,7343,5956,289575,1181,106508
3/22/21 15:00,age40to49,5022,191707,1240,101496,112,8100,6374,301303,1352,109596
3/22/21 15:00,age50to59,6781,230531,1453,112904,202,10706,8436,354141,1655,123610
3/22/21 15:00,age60to69,7680,319927,2551,138962,204,17319,10435,476208,2755,156281
3/22/21 15:00,age70to79,2782,296547,3021,163702,94,10753,5897,471002,3115,174455
3/22/21 15:00,age80plus,1228,157321,1271,108053,42,2949,2541,268323,1313,111002
3/23/21 15:00,age10to19,976,14361,99,4145,8,520,1083,19026,107,4665
3/23/21 15:00,age20to29,3852,127110,1164,64345,105,5230,5121,196685,1269,69575
3/23/21 15:00,age30to39,5254,188321,1783,100948,113,7456,7150,296725,1896,108404
3/23/21 15:00,age40to49,5631,197338,1873,103369,158,8258,7662,308965,2031,111627
3/23/21 15:00,age50to59,7341,237872,2135,115039,302,11008,9778,363919,2437,126047
3/23/21 15:00,age60to69,10637,330564,3795,142757,527,17846,14959,491167,4322,160603
3/23/21 15:00,age70to79,3127,299674,4360,168062,229,10982,7716,478718,4589,179044
3/23/21 15:00,age80plus,810,158131,2007,110060,87,3036,2904,271227,2094,113096
3/24/21 15:00,age10to19,1048,15409,123,4268,20,540,1191,20217,143,4808
3/24/21 15:00,age20to29,4309,131419,1342,65687,63,5293,5714,202399,1405,70980
3/24/21 15:00,age30to39,5709,194030,2146,103094,127,7583,7982,304707,2273,110677
3/24/21 15:00,age40to49,6102,203440,2300,105669,181,8439,8583,317548,2481,114108
3/24/21 15:00,age50to59,7742,245614,2811,117850,255,11263,10808,374727,3066,129113
3/24/21 15:00,age60to69,12180,342744,5060,147817,473,18319,17713,508880,5533,166136
3/24/21 15:00,age70to79,3013,302687,5053,173115,160,11142,8226,486944,5213,184257
3/24/21 15:00,age80plus,881,159012,2013,112073,85,3121,2979,274206,2098,115194
3/25/21 15:00,age10to19,1111,16520,113,4381,16,556,1240,21457,129,4937
3/25/21 15:00,age20to29,4994,136413,1294,66981,176,5469,6464,208863,1470,72450
3/25/21 15:00,age30to39,6151,200181,2004,105098,310,7893,8465,313172,2314,112991
3/25/21 15:00,age40to49,6596,210036,1998,107667,356,8795,8950,326498,2354,116462
3/25/21 15:00,age50to59,8624,254238,2575,120425,506,11769,11705,386432,3081,132194
3/25/21 15:00,age60to69,11323,354067,5300,153117,775,19094,17398,526278,6075,172211
3/25/21 15:00,age70to79,2578,305265,5259,178374,253,11395,8090,495034,5512,189769
3/25/21 15:00,age80plus,922,159934,2196,114269,119,3240,3237,277443,2315,117509
3/26/21 15:00,age10to19,952,17472,124,4505,31,587,1107,22564,155,5092
3/26/21 15:00,age20to29,4123,140536,1653,68634,195,5664,5971,214834,1848,74298
3/26/21 15:00,age30to39,5211,205392,2346,107444,348,8241,7905,321077,2694,115685
3/26/21 15:00,age40to49,5497,215533,2381,110048,442,9237,8320,334818,2823,119285
3/26/21 15:00,age50to59,7372,261610,3247,123672,558,12327,11177,397609,3805,135999
3/26/21 15:00,age60to69,10259,364326,6666,159783,684,19778,17609,543887,7350,179561
3/26/21 15:00,age70to79,2430,307695,6577,184951,162,11557,9169,504203,6739,196508
3/26/21 15:00,age80plus,804,160738,2812,117081,76,3316,3692,281135,2888,120397
3/27/21 15:00,age10to19,871,18343,152,4657,20,607,1043,23607,172,5264
3/27/21 15:00,age20to29,3495,144031,1120,69754,164,5828,4779,219613,1284,75582
3/27/21 15:00,age30to39,3890,209282,1511,108955,229,8470,5630,326707,1740,117425
3/27/21 15:00,age40to49,4087,219620,1532,111580,331,9568,5950,340768,1863,121148
3/27/21 15:00,age50to59,5491,267101,1983,125655,495,12822,7969,405578,2478,138477
3/27/21 15:00,age60to69,7475,371801,4382,164165,1246,21024,13103,556990,5628,185189
3/27/21 15:00,age70to79,1935,309630,4427,189378,176,11733,6538,510741,4603,201111
3/27/21 15:00,age80plus,515,161253,1591,118672,57,3373,2163,283298,1648,122045
3/28/21 15:00,age10to19,581,18924,95,4752,17,624,693,24300,112,5376
3/28/21 15:00,age20to29,2161,146192,768,70522,128,5956,3057,222670,896,76478
3/28/21 15:00,age30to39,2503,211785,1199,110154,173,8643,3875,330582,1372,118797
3/28/21 15:00,age40to49,2425,222045,1202,112782,217,9785,3844,344612,1419,122567
3/28/21 15:00,age50to59,3081,270182,1490,127145,295,13117,4866,410444,1785,140262
3/28/21 15:00,age60to69,5337,377138,3587,167752,744,21768,9668,566658,4331,189520
3/28/21 15:00,age70to79,649,310279,3423,192801,32,11765,4104,514845,3455,204566
3/28/21 15:00,age80plus,213,161466,697,119369,8,3381,918,284216,705,122750
3/29/21 15:00,age10to19,894,19818,254,5006,16,640,1164,25464,270,5646
3/29/21 15:00,age20to29,3404,149596,1712,72234,80,6036,5196,227866,1792,78270
3/29/21 15:00,age30to39,4458,216243,2552,112706,127,8770,7137,337719,2679,121476
3/29/21 15:00,age40to49,4527,226572,2934,115716,155,9940,7616,352228,3089,125656
3/29/21 15:00,age50to59,6564,276746,3667,130812,251,13368,10482,420926,3918,144180
3/29/21 15:00,age60to69,7918,385056,7246,174998,332,22100,15496,582154,7578,197098
3/29/21 15:00,age70to79,1436,311715,6100,198901,113,11878,7649,522494,6213,210779
3/29/21 15:00,age80plus,507,161973,1768,121137,54,3435,2329,286545,1822,124572
3/30/21 15:00,age10to19,1301,21119,230,5236,24,664,1555,27019,254,5900
3/30/21 15:00,age20to29,4500,154096,1793,74027,128,6164,6421,234287,1921,80191
3/30/21 15:00,age30to39,6105,222348,2825,115531,229,8999,9159,346878,3054,124530
3/30/21 15:00,age40to49,6621,233193,2961,118677,244,10184,9826,362054,3205,128861
3/30/21 15:00,age50to59,9219,285965,3712,134524,428,13796,13359,434285,4140,148320
3/30/21 15:00,age60to69,9734,394790,7439,182437,482,22582,17655,599809,7921,205019
3/30/21 15:00,age70to79,1765,313480,7179,206080,189,12067,9133,531627,7368,218147
3/30/21 15:00,age80plus,664,162637,2738,123875,111,3546,3513,290058,2849,127421
3/31/21 15:00,age10to19,1552,22671,261,5497,110,774,1923,28942,371,6271
3/31/21 15:00,age20to29,4859,158955,2282,76309,544,6708,7685,241972,2826,83017
3/31/21 15:00,age30to39,6302,228650,3407,118938,910,9909,10619,357497,4317,128847
3/31/21 15:00,age40to49,7036,240229,3625,122302,972,11156,11633,373687,4597,133458
3/31/21 15:00,age50to59,9127,295092,4625,139149,1441,15237,15193,449478,6066,154386
3/31/21 15:00,age60to69,9228,404018,9257,191694,1279,23861,19764,619573,10536,215555
3/31/21 15:00,age70to79,2031,315511,8201,214281,319,12386,10551,542178,8520,226667
3/31/21 15:00,age80plus,722,163359,2850,126725,154,3700,3726,293784,3004,130425
4/1/21 15:00,age10to19,1370,24041,378,5875,123,897,1871,30813,501,6772
4/1/21 15:00,age20to29,4622,163577,2970,79279,546,7254,8138,250110,3516,86533
4/1/21 15:00,age30to39,6140,234790,4270,123208,772,10681,11182,368679,5042,133889
4/1/21 15:00,age40to49,6632,246861,4293,126595,912,12068,11837,385524,5205,138663
4/1/21 15:00,age50to59,9035,304127,5662,144811,1416,16653,16113,465591,7078,161464
4/1/21 15:00,age60to69,9378,413396,10596,202290,1219,25080,21193,640766,11815,227370
4/1/21 15:00,age70to79,1742,317253,8250,222531,357,12743,10349,552527,8607,235274
4/1/21 15:00,age80plus,619,163978,2538,129263,169,3869,3326,297110,2707,133132
4/2/21 15:00,age10to19,1533,25574,350,6225,133,1030,2016,32829,483,7255
4/2/21 15:00,age20to29,4378,167955,2432,81711,685,7939,7495,257605,3117,89650
4/2/21 15:00,age30to39,5388,240178,3311,126519,937,11618,9636,378315,4248,138137
4/2/21 15:00,age40to49,5671,252532,3466,130061,1133,13201,10270,395794,4599,143262
4/2/21 15:00,age50to59,7791,311918,4646,149457,1596,18249,14033,479624,6242,167706
4/2/21 15:00,age60to69,7487,420883,8963,211253,1025,26105,17475,658241,9988,237358
4/2/21 15:00,age70to79,1930,319183,6909,229440,272,13015,9111,561638,7181,242455
4/2/21 15:00,age80plus,592,164570,2144,131407,144,4013,2880,299990,2288,135420
4/3/21 15:00,age10to19,1250,26824,307,6532,113,1143,1670,34499,420,7675
4/3/21 15:00,age20to29,3427,171382,1717,83428,528,8467,5672,263277,2245,91895
4/3/21 15:00,age30to39,3929,244107,2240,128759,749,12367,6918,385233,2989,141126
4/3/21 15:00,age40to49,3771,256303,2244,132305,880,14081,6895,402689,3124,146386
4/3/21 15:00,age50to59,4799,316717,2787,152244,1241,19490,8827,488451,4028,171734
4/3/21 15:00,age60to69,3023,423906,4599,215852,649,26754,8271,666512,5248,242606
4/3/21 15:00,age70to79,1065,320248,3656,233096,195,13210,4916,566554,3851,246306
4/3/21 15:00,age80plus,199,164769,840,132247,61,4074,1100,301090,901,136321
4/4/21 15:00,age10to19,458,27282,200,6732,34,1177,692,35191,234,7909
4/4/21 15:00,age20to29,1282,172664,886,84314,148,8615,2316,265593,1034,92929
4/4/21 15:00,age30to39,1566,245673,1387,130146,172,12539,3125,388358,1559,142685
4/4/21 15:00,age40to49,1593,257896,1574,133879,178,14259,3345,406034,1752,148138
4/4/21 15:00,age50to59,1892,318609,1888,154132,215,19705,3995,492446,2103,173837
4/4/21 15:00,age60to69,1141,425047,2454,218306,137,26891,3732,670244,2591,245197
4/4/21 15:00,age70to79,230,320478,1370,234466,48,13258,1648,568202,1418,247724
4/4/21 15:00,age80plus,66,164835,315,132562,15,4089,396,301486,330,136651
4/5/21 15:00,age10to19,1685,28967,386,7118,165,1342,2236,37427,551,8460
4/5/21 15:00,age20to29,4080,176744,2153,86467,756,9371,6989,272582,2909,95838
4/5/21 15:00,age30to39,4968,250641,3140,133286,1012,13551,9120,397478,4152,146837
4/5/21 15:00,age40to49,5508,263404,3593,137472,1213,15472,10314,416348,4806,152944
4/5/21 15:00,age50to59,6542,325151,4855,158987,1729,21434,13126,505572,6584,180421
4/5/21 15:00,age60to69,3698,428745,7786,226092,1187,28078,12671,682915,8973,254170
4/5/21 15:00,age70to79,983,321461,5322,239788,376,13634,6681,574883,5698,253422
4/5/21 15:00,age80plus,375,165210,1492,134054,177,4266,2044,303530,1669,138320
4/6/21 15:00,age10to19,2411,31378,389,7507,304,1646,3104,40531,693,9153
4/6/21 15:00,age20to29,6157,182901,2611,89078,1292,10663,10060,282642,3903,99741
4/6/21 15:00,age30to39,7115,257756,3564,136850,1846,15397,12525,410003,5410,152247
4/6/21 15:00,age40to49,7134,270538,4049,141521,2025,17497,13208,429556,6074,159018
4/6/21 15:00,age50to59,9532,334683,5471,164458,2607,24041,17610,523182,8078,188499
4/6/21 15:00,age60to69,5496,434241,7582,233674,1573,29651,14651,697566,9155,263325
4/6/21 15:00,age70to79,1423,322884,5082,244870,545,14179,7050,581933,5627,259049
4/6/21 15:00,age80plus,519,165729,1514,135568,269,4535,2302,305832,1783,140103
4/7/21 15:00,age10to19,2288,33666,519,8026,414,2060,3221,43752,933,10086
4/7/21 15:00,age20to29,5268,188169,2745,91823,1694,12357,9707,292349,4439,104180
4/7/21 15:00,age30to39,6601,264357,3882,140732,2377,17774,12860,422863,6259,158506
4/7/21 15:00,age40to49,6647,277185,4395,145916,2456,19953,13498,443054,6851,165869
4/7/21 15:00,age50to59,8650,343333,6022,170480,3325,27366,17997,541179,9347,197846
4/7/21 15:00,age60to69,4666,438907,8297,241971,1715,31366,14678,712244,10012,273337
4/7/21 15:00,age70to79,1370,324254,5835,250705,648,14827,7853,589786,6483,265532
4/7/21 15:00,age80plus,510,166239,2194,137762,273,4808,2977,308809,2467,142570
4/8/21 15:00,age10to19,2641,36307,564,8590,438,2498,3643,47395,1002,11088
4/8/21 15:00,age20to29,6343,194512,3290,95113,1937,14294,11570,303919,5227,109407
4/8/21 15:00,age30to39,7550,271907,4547,145279,2285,20059,14382,437245,6832,165338
4/8/21 15:00,age40to49,8016,285201,4867,150783,2468,22421,15351,458405,7335,173204
4/8/21 15:00,age50to59,10090,353423,6385,176865,3452,30818,19927,561106,9837,207683
4/8/21 15:00,age60to69,5570,444477,9125,251096,2102,33468,16797,729041,11227,284564
4/8/21 15:00,age70to79,1551,325805,5370,256075,799,15626,7720,597506,6169,271701
4/8/21 15:00,age80plus,507,166746,1611,139373,347,5155,2465,311274,1958,144528
4/9/21 15:00,age10to19,2293,38600,532,9122,476,2974,3301,50696,1008,12096
4/9/21 15:00,age20to29,5502,200014,3146,98259,2000,16294,10648,314567,5146,114553
4/9/21 15:00,age30to39,6500,278407,4261,149540,2295,22354,13056,450301,6556,171894
4/9/21 15:00,age40to49,6655,291856,4626,155409,2613,25034,13894,472299,7239,180443
4/9/21 15:00,age50to59,7540,360963,6379,183244,3692,34510,17611,578717,10071,217754
4/9/21 15:00,age60to69,3944,448421,9106,260202,2526,35994,15576,744617,11632,296196
4/9/21 15:00,age70to79,1227,327032,6113,262188,596,16222,7936,605442,6709,278410
4/9/21 15:00,age80plus,406,167152,1799,141172,262,5417,2467,313741,2061,146589
4/10/21 15:00,age10to19,2323,40923,566,9688,273,3247,3162,53858,839,12935
4/10/21 15:00,age20to29,3931,203945,2559,100818,1132,17426,7622,322189,3691,118244
4/10/21 15:00,age30to39,4526,282933,3270,152810,1382,23736,9178,459479,4652,176546
4/10/21 15:00,age40to49,4324,296180,3555,158964,1432,26466,9311,481610,4987,185430
4/10/21 15:00,age50to59,5606,366569,4807,188051,1966,36476,12379,591096,6773,224527
4/10/21 15:00,age60to69,2463,450884,5175,265377,954,36948,8592,753209,6129,302325
4/10/21 15:00,age70to79,524,327556,2207,264395,332,16554,3063,608505,2539,280949
4/10/21 15:00,age80plus,246,167398,639,141811,130,5547,1015,314756,769,147358
4/11/21 15:00,age10to19,1735,42658,370,10058,417,3664,2522,56380,787,13722
4/11/21 15:00,age20to29,2928,206873,1337,102155,2002,19428,6267,328456,3339,121583
4/11/21 15:00,age30to39,3601,286534,1864,154674,2283,26019,7748,467227,4147,180693
4/11/21 15:00,age40to49,3451,299631,2415,161379,2280,28746,8146,489756,4695,190125
4/11/21 15:00,age50to59,3826,370395,2888,190939,2380,38856,9094,600190,5268,229795
4/11/21 15:00,age60to69,1547,452431,2961,268338,930,37878,5438,758647,3891,306216
4/11/21 15:00,age70to79,339,327895,1011,265406,231,16785,1581,610086,1242,282191
4/11/21 15:00,age80plus,114,167512,322,142133,77,5624,513,315269,399,147757
4/12/21 15:00,age10to19,1940,44598,709,10767,363,4027,3012,59392,1072,14794
4/12/21 15:00,age20to29,4396,211269,3567,105722,1763,21191,9726,338182,5330,126913
4/12/21 15:00,age30to39,4837,291371,4834,159508,1935,27954,11606,478833,6769,187462
4/12/21 15:00,age40to49,4701,304332,4971,166350,2022,30768,11694,501450,6993,197118
4/12/21 15:00,age50to59,5163,375558,6702,197641,3027,41883,14892,615082,9729,239524
4/12/21 15:00,age60to69,2585,455016,7641,275979,1184,39062,11410,770057,8825,315041
4/12/21 15:00,age70to79,717,328612,3261,268667,431,17216,4409,614495,3692,285883
4/12/21 15:00,age80plus,312,167824,1231,143364,201,5825,1744,317013,1432,149189
4/13/21 15:00,age10to19,3801,48399,814,11581,8,4035,4623,64015,822,15616
4/13/21 15:00,age20to29,7363,218632,3598,109320,54,21245,11015,349197,3652,130565
4/13/21 15:00,age30to39,7936,299307,4972,164480,68,28022,12976,491809,5040,192502
4/13/21 15:00,age40to49,7854,312186,5199,171549,78,30846,13131,514581,5277,202395
4/13/21 15:00,age50to59,9962,385520,6591,204232,92,41975,16645,631727,6683,246207
4/13/21 15:00,age60to69,4142,459158,9410,285389,35,39097,13587,783644,9445,324486
4/13/21 15:00,age70to79,1140,329752,4225,272892,4,17220,5369,619864,4229,290112
4/13/21 15:00,age80plus,414,168238,1370,144734,2,5827,1786,318799,1372,150561
4/13/21 15:00,Federal Entities,84295,84295,54201,54201,2952,2952,141448,141448,57153,57153
4/13/21 15:00,Unknown,84295,92295,54201,62201,2952,2952,141448,157448,57153,65153
4/14/21 15:00,age10to19,4328,52727,864,12445,6,4041,5198,69213,870,16486
4/14/21 15:00,age20to29,7237,225869,3737,113057,31,21276,11005,360202,3768,134333
4/14/21 15:00,age30to39,7535,306842,4864,169344,31,28053,12430,504239,4895,197397
4/14/21 15:00,age40to49,7442,319628,5398,176947,29,30875,12869,527450,5427,207822
4/14/21 15:00,age50to59,8404,393924,7021,211253,53,42028,15478,647205,7074,253281
4/14/21 15:00,age60to69,3723,462881,9788,295177,33,39130,13544,797188,9821,334307
4/14/21 15:00,age70to79,1096,330848,4515,277407,15,17235,5626,625490,4530,294642
4/14/21 15:00,age80plus,408,168646,1321,146055,5,5832,1734,320533,1326,151887
4/14/21 15:00,Federal Entities,557,84852,11,54212,1,2953,569,142017,12,57165
4/14/21 15:00,Unknown,557,92852,11,62212,1,2953,569,158017,12,65165
4/15/21 15:00,age10to19,3500,56227,842,13287,5,4046,4347,73560,847,17333
4/15/21 15:00,age20to29,7650,233519,3834,116891,28,21304,11512,371714,3862,138195
4/15/21 15:00,age30to39,7990,314832,4898,174242,19,28072,12907,517146,4917,202314
4/15/21 15:00,age40to49,7725,327353,5356,182303,35,30910,13116,540566,5391,213213
4/15/21 15:00,age50to59,8817,402741,7378,218631,32,42060,16227,663432,7410,260691
4/15/21 15:00,age60to69,3886,466767,10289,305466,21,39151,14196,811384,10310,344617
4/15/21 15:00,age70to79,1090,331938,4174,281581,9,17244,5273,630763,4183,298825
4/15/21 15:00,age80plus,392,169038,1231,147286,1,5833,1624,322157,1232,153119
4/15/21 15:00,Federal Entities,623,85475,823,55035,19,2972,1465,143482,842,58007
4/15/21 15:00,Unknown,623,93475,823,63035,19,2972,1465,159482,842,66007
4/16/21 15:00,age10to19,3449,59676,888,14175,,4046,,77897,,18221
4/16/21 15:00,age20to29,6509,240028,3908,120799,2,21306,10419,382133,3910,142105
4/16/21 15:00,age30to39,6957,321789,4962,179204,2,28074,11921,529067,4964,207278
4/16/21 15:00,age40to49,6796,334149,5321,187624,2,30912,12119,552685,5323,218536
4/16/21 15:00,age50to59,7766,410507,7209,225840,3,42063,14978,678410,7212,267903
4/16/21 15:00,age60to69,3469,470236,9907,315373,2,39153,13378,824762,9909,354526
4/16/21 15:00,age70to79,1107,333045,3896,285477,,17244,,635766,,302721
4/16/21 15:00,age80plus,397,169435,1326,148612,1,5834,1724,323881,1327,154446
4/16/21 15:00,Federal Entities,782,86257,1016,56051,8,2980,1806,145288,1024,59031
4/16/21 15:00,Unknown,782,94257,1016,64051,8,2980,1806,161288,1024,67031
4/17/21 15:00,age10to19,4071,63747,608,14783,,4046,,82576,,18829
4/17/21 15:00,age20to29,5997,246025,2367,123166,,21306,,390497,,144472
4/17/21 15:00,age30to39,6170,327959,2732,181936,1,28075,8903,537970,2733,210011
4/17/21 15:00,age40to49,5887,340036,3003,190627,1,30913,8891,561576,3004,221540
4/17/21 15:00,age50to59,6406,416913,3916,229756,1,42064,10323,688733,3917,271820
4/17/21 15:00,age60to69,2397,472633,5781,321154,2,39155,8180,832942,5783,360309
4/17/21 15:00,age70to79,600,333645,1808,287285,,17244,,638174,,304529
4/17/21 15:00,age80plus,244,169679,339,148951,,5834,,324464,,154785
4/17/21 15:00,Federal Entities,1136,87393,1177,57228,6,2986,2319,147607,1183,60214
4/17/21 15:00,Unknown,1136,95393,1177,65228,6,2986,2319,163607,1183,68214
4/18/21 15:00,age10to19,3151,66898,538,15321,1,4047,3690,86266,539,19368
4/18/21 15:00,age20to29,3561,249586,1836,125002,,21306,,395894,,146308
4/18/21 15:00,age30to39,3711,331670,2330,184266,,28075,,544011,,212341
4/18/21 15:00,age40to49,3707,343743,2358,192985,2,30915,6067,567643,2360,223900
4/18/21 15:00,age50to59,3982,420895,3141,232897,,42064,,695856,,274961
4/18/21 15:00,age60to69,1339,473972,5060,326214,,39155,,839341,,365369
4/18/21 15:00,age70to79,396,334041,649,287934,,17244,,639219,,305178
4/18/21 15:00,age80plus,139,169818,173,149124,,5834,,324776,,154958
4/19/21 15:00,age10to19,2506,69404,957,16278,,4047,,89729,,20325
4/19/21 15:00,age20to29,5041,254627,3620,128622,6,21312,8667,404561,3626,149934
4/19/21 15:00,age30to39,5705,337375,4971,189237,8,28083,10684,554695,4979,217320
4/19/21 15:00,age40to49,5451,349194,5325,198310,11,30926,10787,578430,5336,229236
4/19/21 15:00,age50to59,6184,427079,7606,240503,6,42070,13796,709652,7612,282573
4/19/21 15:00,age60to69,2602,476574,9158,335372,14,39169,11774,851115,9172,374541
4/19/21 15:00,age70to79,769,334810,1994,289928,8,17252,2771,641990,2002,307180
4/19/21 15:00,age80plus,316,170134,694,149818,,5834,,325786,,155652
4/19/21 15:00,Federal Entities,1369,88762,2003,59231,9,2995,3381,150988,2012,62226
4/19/21 15:00,Unknown,1369,96762,2003,67231,9,2995,3381,166988,2012,70226
4/20/21 15:00,age10to19,2818,72222,1242,17520,,4047,,93789,,21567
4/20/21 15:00,age20to29,5243,259870,4374,132996,1,21313,9618,414179,4375,154309
4/20/21 15:00,age30to39,5467,342842,5738,194975,2,28085,11207,565902,5740,223060
4/20/21 15:00,age40to49,5701,354895,6093,204403,3,30929,11797,590227,6096,235332
4/20/21 15:00,age50to59,6246,433325,8322,248825,1,42071,14569,724221,8323,290896
4/20/21 15:00,age60to69,3046,479620,12384,347756,23,39192,15453,866568,12407,386948
4/20/21 15:00,age70to79,947,335757,2703,292631,2,17254,3652,645642,2705,309885
4/20/21 15:00,age80plus,325,170459,782,150600,2,5836,1109,326895,784,156436
4/20/21 15:00,Federal Entities,3243,92005,2158,61389,19,3014,5420,156408,2177,64403
4/20/21 15:00,Unknown,3243,100005,2158,69389,19,3014,5420,172408,2177,72403
4/21/21 15:00,age10to19,4795,77017,1567,19087,,4047,,100151,,23134
4/21/21 15:00,age20to29,6649,266519,4999,137995,,21313,,425827,,159308
4/21/21 15:00,age30to39,7728,350570,6504,201479,3,28088,14235,580137,6507,229567
4/21/21 15:00,age40to49,7389,362284,7093,211496,2,30931,14484,604711,7095,242427
4/21/21 15:00,age50to59,7461,440786,8990,257815,5,42076,16456,740677,8995,299891
4/21/21 15:00,age60to69,3265,482885,12061,359817,3,39195,15329,881897,12064,399012
4/21/21 15:00,age70to79,996,336753,2463,295094,2,17256,3461,649103,2465,312350
4/21/21 15:00,age80plus,408,170867,774,151374,,5836,,328077,,157210
4/21/21 15:00,Federal Entities,906,92911,1206,62595,4,3018,2116,158524,1210,65613
4/21/21 15:00,Unknown,906,100911,1206,70595,4,3018,2116,174524,1210,73613
4/22/21 15:00,age10to19,3248,80265,1187,20274,1,4048,4436,104587,1188,24322
4/22/21 15:00,age20to29,6246,272765,4909,142904,4,21317,11159,436986,4913,164221
4/22/21 15:00,age30to39,6747,357317,6024,207503,4,28092,12775,592912,6028,235595
4/22/21 15:00,age40to49,6809,369093,6223,217719,2,30933,13034,617745,6225,248652
4/22/21 15:00,age50to59,7430,448216,8049,265864,4,42080,15483,756160,8053,307944
4/22/21 15:00,age60to69,3410,486295,10988,370805,,39195,,896295,,410000
4/22/21 15:00,age70to79,1010,337763,2310,297404,,17256,,652423,,314660
4/22/21 15:00,age80plus,417,171284,832,152206,1,5837,1250,329327,833,158043
4/22/21 15:00,Federal Entities,1018,93929,458,63053,,3018,,160000,,66071
4/22/21 15:00,Unknown,1018,101929,458,71053,,3018,,176000,,74071
4/23/21 15:00,age10to19,3345,83610,1394,21668,,4048,,109326,,25716
4/23/21 15:00,age20to29,5468,278233,4502,147406,1,21318,9971,446957,4503,168724
4/23/21 15:00,age30to39,5997,363314,5750,213253,6,28098,11753,604665,5756,241351
4/23/21 15:00,age40to49,6177,375270,6185,223904,7,30940,12369,630114,6192,254844
4/23/21 15:00,age50to59,6515,454731,7775,273639,2,42082,14292,770452,7777,315721
4/23/21 15:00,age60to69,3083,489378,10089,380894,,39195,,909467,,420089
4/23/21 15:00,age70to79,956,338719,2311,299715,,17256,,655690,,316971
4/23/21 15:00,age80plus,353,171637,716,152922,,5837,,330396,,158759
4/23/21 15:00,Federal Entities,759,94688,632,63685,1,3019,1392,161392,633,66704
4/23/21 15:00,Unknown,759,102688,632,71685,1,3019,1392,177392,633,74704
4/24/21 15:00,age10to19,3499,87109,1359,23027,,4048,,114184,,27075
4/24/21 15:00,age20to29,4779,283012,4202,151608,12,21330,8993,455950,4214,172938
4/24/21 15:00,age30to39,4994,368308,4778,218031,17,28115,9789,614454,4795,246146
4/24/21 15:00,age40to49,4920,380190,4663,228567,16,30956,9599,639713,4679,259523
4/24/21 15:00,age50to59,5039,459770,6376,280015,17,42099,11432,781884,6393,322114
